Chart Name,Subtitle,Date,LinkedIn Link,Image Filename,Image Path,Author,Description,Script Link,Chart ID,Status,Series,Notes
La mayoría de desempleados no encuentra empleo después de un año,"Transiciones desde el desempleo, 2022-2023",2026-06-30,https://www.linkedin.com/feed/update/urn:li:activity:7478169842626260993,28_transicion-laboral_desempleo-zona-ecuador.png,outputs/figures/28_transicion-laboral_desempleo-zona-ecuador.png,Angel Alava,"¿Qué ocurre con quienes pierden su empleo en Ecuador?

Los datos muestran que recuperar un trabajo no es el desenlace más frecuente. De las 298.284 personas que estaban desempleadas a finales de 2022:

- 40,7% consiguió empleo un año después.
- 17,0% continuó desempleado.
- 42,3% dejó de buscar trabajo y salió de la fuerza laboral.

Este último grupo merece especial atención. Cuando una persona deja de buscar empleo, deja de ser contabilizada como desempleada en las estadísticas oficiales, aunque siga sin trabajar. Por eso, una reducción en la tasa de desempleo no siempre implica una mejora equivalente en el mercado laboral.

Comprender las transiciones laborales permite ir más allá de las tasas tradicionales y observar cómo evolucionan realmente las trayectorias de las personas.",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_enemdu_transicion_laboral_desempleo_zona.R,28,published,,
El Ecuador rural hace menos actividad física que el Ecuador urbano,"Prevalencia de actividad física insuficiente en adultos, por grupo de edad y zona de residencia, diciembre 2024",2026-07-01,https://www.linkedin.com/feed/update/urn:li:activity:7479906818241089536/,29_actividad-fisica-insuficiente_area-edad-ecuador.png,outputs/figures/29_actividad-fisica-insuficiente_area-edad-ecuador.png,Joan Mogro Ponce,"Los datos del módulo de actividad física de la ENEMDU a diciembre 2024 muestran que, en los tres grupos de edad analizados, la prevalencia de actividad física insuficiente es menor en las zonas rurales que en las urbanas.

Entre las personas de 18 a 29 años, el 22,8% de quienes viven en áreas urbanas no alcanza las recomendaciones mínimas de la OMS, frente al 19,4% en áreas rurales. La diferencia también se observa entre quienes tienen 30 a 44 años (18,7% vs. 15,1%) y entre los 45 a 69 años (23,1% vs. 18,6%).

Estos resultados cuestionan la idea de que la población rural es necesariamente menos activa. Las diferencias en ocupación, transporte, trabajo físico y estilo de vida probablemente desempeñan un papel importante.",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_enemdu_actividad_fisica_insuficiente.R,29,published,,
Qué productos fueron los más afectados por la guerra comercial entre Ecuador y Colombia?,"Comparación entre el arancel anterior y la Tasa por Servicio de Control Aduanero (TSCA) para cinco productos importados desde Colombia, marzo 2026",2026-07-08,https://www.linkedin.com/posts/qu%C3%A9-productos-fueron-los-m%C3%A1s-afectados-por-share-7481008043762032641-35-V/?utm_source=share&utm_medium=member_desktop&rcm=ACoAAEoPdE8BQw9Ky-A64i24fQ7c136mPye_U24,30_aranceles-colombia-ecuador.png,outputs/figures/30_aranceles-colombia-ecuador.png,Angel Alava,"Qué productos fueron los más afectados por la guerra comercial entre Ecuador y Colombia?

En mayo de 2026, en el punto más álgido de la guerra comercial entre ambos países, Ecuador reemplazó los aranceles vigentes para importaciones colombianas por la Tasa por Servicio de Control Aduanero (TSCA). La medida elevó la carga aplicada a numerosos productos hasta un equivalente del 75%, independientemente del arancel que enfrentaban previamente.

Como resultado, productos de consumo cotidiano registraron fuertes incrementos: los extractos y preparaciones de café, el agua y otras preparaciones alimenticias pasaron de 30% a 75%; los extractos vegetales de 20% a 75%; y el azúcar y la melaza de apenas 5% a 75%.

Elaboración: Angel Alava Gonzalez",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_aranceles_colombia.R,30,published,,
La gasolina es fundamentalmente un gasto de hogares ricos,"Gasto mensual promedio por hogar en gasolina y transporte público, por quintil de ingreso, ENIGHUR 2024-2025",2026-07-11,https://www.linkedin.com/feed/update/urn:li:activity:7482106445761806336,31_gasolina-vs-transporte-publico_quintil-ingreso-ecuador.png,outputs/figures/31_gasolina-vs-transporte-publico_quintil-ingreso-ecuador.png,Daniel Sánchez,"Los nuevos datos de la ENIGHUR 2024-2025 muestran que el gasto en gasolina está fuertemente concentrado en los hogares de mayores ingresos.

Mientras el 20% más pobre gasta en promedio USD 2,8 al mes en gasolina, el 20% más rico destina USD 55,7, cerca de 20 veces más. En cambio, el gasto en transporte público presenta una distribución mucho menos desigual entre quintiles de ingreso.

Estos resultados constituyen un insumo relevante para el debate sobre los subsidios a los combustibles y las políticas de movilidad, al mostrar quiénes son los principales consumidores de gasolina en el país.",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_enighur_gasolina_transporte_quintiles.R,31,published,enighur-gasolina,31_a publicado. Compara gasolina vs transporte público.
El peso de la gasolina en el presupuesto del hogar cambió mucho entre 2012 y 2025,"Gasolina como porcentaje del gasto monetario del hogar, por quintil de ingreso, ENIGHUR 2011-2012 y 2024-2025",,,31_b_gasolina-share_quintil-ingreso-2012-2025.png,outputs/figures/31_b_gasolina-share_quintil-ingreso-2012-2025.png,Daniel Sánchez,"Comparación entre la ENIGHUR 2011-2012 y la ENIGHUR 2024-2025 de la participación de la gasolina dentro del gasto monetario del hogar, por quintil de ingreso. Incluye nota explicativa sobre qué representan los quintiles en cada ronda.",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_enighur_gasolina_share_quintiles_years.R,31_b,draft,enighur-gasolina,Draft formal. Comparación de shares entre encuestas; pendiente decisión editorial final antes de publicar.
"Excel, Power BI y SQL dominan la demanda de habilidades técnicas en Ecuador","Porcentaje de ofertas que menciona cada herramienta técnica; cinco principales, Ecuador, junio-julio de 2026",2026-07-17,https://www.linkedin.com/feed/update/urn:li:activity:7483923599221882880,32_habilidades-demandadas-ecuador.png,outputs/figures/32_habilidades-demandadas-ecuador.png,Daniel Sánchez,"¿Qué habilidades técnicas están buscando las empresas ecuatorianas para trabajar en análisis de datos?

Analizamos 745 ofertas laborales publicadas en Multitrabajos, Computrabajo y Mipleo entre junio y julio de 2026. Entre las herramientas de software mencionadas, tres destacan con claridad:

📊 Excel aparece en el 69% de las ofertas.
📈 Power BI, en el 24%.
💾 SQL, en el 14%.

SAP y Python también aparecen, aunque con menor frecuencia. Los resultados muestran que, para ingresar al mercado laboral de datos, las herramientas más demandadas no son necesariamente las más avanzadas. Las empresas siguen valorando, ante todo, la capacidad de organizar, analizar y comunicar información con herramientas de uso cotidiano.

Estas son precisamente algunas de las competencias que se desarrollan en New Dimensions, el programa de formación de Laboratorio LIDE en análisis de datos, inteligencia de negocios e inteligencia artificial.

Conoce el programa en newdimensions.academy.",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_jobs_habilidades_mensuales.R,32,published,mercado-laboral-datos,
"En 2050, Ecuador proyecta más del doble de adultos mayores y 30% menos niños","Porcentaje de cada grupo etario respecto a la población total, 1950-2050",2026-07-28,https://www.linkedin.com/feed/update/urn:li:activity:7488256958114746368,34_composicion-edad-poblacion-2050-ecuador.png,outputs/figures/34_composicion-edad-poblacion-2050-ecuador.png,Eddie Bryan Tomalá Figueroa,"Ecuador está envejeciendo más rápido de lo que muchos imaginan. Las proyecciones poblacionales del INEC muestran que, para 2050, la estructura demográfica del país será muy distinta a la actual.

La proporción de niños y adolescentes de 0 a 14 años será aproximadamente 30% menor que la de hoy.

En contraste, la población de 65 años y más representará más del doble de su peso actual dentro de la población total.

Estos cambios tendrán implicaciones profundas para el mercado laboral, el sistema de pensiones, la demanda de servicios de salud, la educación, la vivienda y las finanzas públicas. Comprender la transición demográfica es fundamental para diseñar políticas que respondan a los desafíos de las próximas décadas.

📖 ¿Qué implican estos cambios para la economía, el mercado laboral, el sistema de pensiones y la salud? Lee nuestro análisis completo: https://laboratoriolide.org/es/research/2025-09-05-aging-ecuador/",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_inec_proyecciones_edades.R,34,published,,Adaptado al house style a partir del script y datos de Eddie Bryan Tomalá Figueroa (repo Github-Eddie-Tomala).
La semana laboral de los trabajadores formales cada vez se acerca más al estándar de 40 horas,"Horas semanales promedio trabajadas, por sexo, ENEMDU mensual de diciembre 2018-2025, sector formal",2026-07-22,https://www.linkedin.com/feed/update/urn:li:activity:7485780387395284992,33_a_horas-promedio_sector-formal-ecuador.png,outputs/figures/33_a_horas-promedio_sector-formal-ecuador.png,Eddie Bryan Tomalá Figueroa,"¿Trabajamos menos horas que antes? Los datos muestran que sí, aunque la realidad es distinta entre quienes tienen un empleo formal y quienes trabajan en la informalidad. En el sector formal, la jornada laboral promedio ha disminuido de forma sostenida y hoy se acerca al estándar de 40 horas semanales. En cambio, en el sector informal las jornadas siguen siendo considerablemente más cortas, especialmente entre las mujeres. Estas diferencias reflejan que la duración de la jornada no depende únicamente de las preferencias de los trabajadores, sino también de las condiciones del mercado laboral. Jornadas más cortas pueden responder a una mayor productividad, pero también a dificultades para encontrar empleo a tiempo completo o a una menor disponibilidad de trabajo.",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_enemdu_horas_sector_formal_linea.R,33_a,published,enemdu-horas-sector,"Serie basada en microdatos ENEMDU de diciembre para 2018-2025. La franja gris señala el periodo de la pandemia."
La jornada laboral en el sector informal permanece muy por debajo de las 40 horas,"Horas semanales promedio trabajadas, por sexo, ENEMDU mensual de diciembre 2018-2025, sector informal",2026-07-22,https://www.linkedin.com/feed/update/urn:li:activity:7485780387395284992,33_b_horas-promedio_sector-informal-ecuador.png,outputs/figures/33_b_horas-promedio_sector-informal-ecuador.png,Eddie Bryan Tomalá Figueroa,"¿Trabajamos menos horas que antes? Los datos muestran que sí, aunque la realidad es distinta entre quienes tienen un empleo formal y quienes trabajan en la informalidad. En el sector formal, la jornada laboral promedio ha disminuido de forma sostenida y hoy se acerca al estándar de 40 horas semanales. En cambio, en el sector informal las jornadas siguen siendo considerablemente más cortas, especialmente entre las mujeres. Estas diferencias reflejan que la duración de la jornada no depende únicamente de las preferencias de los trabajadores, sino también de las condiciones del mercado laboral. Jornadas más cortas pueden responder a una mayor productividad, pero también a dificultades para encontrar empleo a tiempo completo o a una menor disponibilidad de trabajo.",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_enemdu_horas_sector_informal_linea.R,33_b,published,enemdu-horas-sector,"Serie basada en microdatos ENEMDU de diciembre para 2018-2025. La franja gris señala el periodo de la pandemia."
Las habilidades en comunicación y organización son las competencias más solicitadas por empleadores ecuatorianos,"Porcentaje de ofertas que menciona cada competencia; cinco principales, Ecuador, junio-julio de 2026",2026-08-06,https://www.linkedin.com/feed/update/urn:li:activity:7491236343864438784,35_habilidades-blandas-demandadas-ecuador.png,outputs/figures/35_habilidades-blandas-demandadas-ecuador.png,Daniel Sánchez,"¿Qué competencias buscan los empleadores ecuatorianos en perfiles vinculados a datos?

En nuestra revisión de ofertas laborales, las habilidades más mencionadas fueron comunicación, organización y planificación, proactividad, orientación a resultados y trabajo en equipo.

Esto muestra que, además del manejo técnico, las empresas valoran la capacidad de coordinar, comunicar hallazgos y desenvolverse de forma efectiva dentro de un equipo.

Lee el análisis completo en El Quantificador: https://lnkd.in/e4c7Bquv

Y si eres estudiante y quieres desarrollar estas competencias junto con herramientas prácticas para el mercado laboral, conoce nuestra oferta formativa en: https://lnkd.in/gsgs9AYP",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_jobs_habilidades_blandas.R,35,published,mercado-laboral-datos,"Companion del gráfico 32 (habilidades técnicas), mismos cortes de datos. El diccionario de ""Organización y planificación"" se ajustó para excluir menciones de ""organización"" como sustantivo referido a la empresa (ej. ""nuestra organización""), que antes inflaban el conteo (56% -> 32%)."
Casi el 90% de Morona Santiago trabaja en la informalidad,"Porcentaje de personas con empleo en el sector informal, por provincia, 2025",2026-08-13,https://www.linkedin.com/feed/update/urn:li:activity:7493720348916391936,36_a_ranking-informalidad_provincia-ecuador.png,outputs/figures/36_a_ranking-informalidad_provincia-ecuador.png,Juan Diego Sotomayor Jiménez,"La informalidad en Ecuador no es una sola.

El promedio nacional dice que el 51,5% del empleo está en el sector informal. Pero ese número esconde diferencias enormes entre provincias.

En Morona Santiago, la informalidad llega al 87,4%. En Napo, al 81,5%. En el otro extremo, Pichincha registra 28,4% y Galápagos 16,2%.

Y hay otra dimensión importante: las provincias con mayor informalidad también tienden a registrar más empleo no remunerado. La correlación provincial entre ambas variables es 0,74.

Esto importa porque hablar de informalidad como un único fenómeno puede ocultar mercados laborales muy distintos. En algunas provincias, el problema está estrechamente vinculado con formas de trabajo familiar o no remunerado; en otras, la estructura laboral es muy diferente.

Entender esas diferencias territoriales es clave para diagnosticar el problema y diseñar mejores políticas laborales.

📊 Datos: ENEMDU anual 2025, INEC. 📌 Cada punto del segundo gráfico representa una provincia. La correlación describe una asociación, no causalidad.",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_enemdu_informalidad_provincial.R,36_a,published,ecuador-quantificado-2026,Segundo gráfico de la composición original presentada por Juan Diego Sotomayor Jiménez; adaptado al house style como pieza separada de la misma serie.
Las provincias con más empleo informal tienen más empleo no remunerado,"Informalidad y empleo no remunerado, por provincia, 2025",2026-08-13,https://www.linkedin.com/feed/update/urn:li:activity:7493720348916391936,36_b_informalidad-empleo-no-remunerado_provincia-ecuador.png,outputs/figures/36_b_informalidad-empleo-no-remunerado_provincia-ecuador.png,Juan Diego Sotomayor Jiménez,"La informalidad en Ecuador no es una sola.

El promedio nacional dice que el 51,5% del empleo está en el sector informal. Pero ese número esconde diferencias enormes entre provincias.

En Morona Santiago, la informalidad llega al 87,4%. En Napo, al 81,5%. En el otro extremo, Pichincha registra 28,4% y Galápagos 16,2%.

Y hay otra dimensión importante: las provincias con mayor informalidad también tienden a registrar más empleo no remunerado. La correlación provincial entre ambas variables es 0,74.

Esto importa porque hablar de informalidad como un único fenómeno puede ocultar mercados laborales muy distintos. En algunas provincias, el problema está estrechamente vinculado con formas de trabajo familiar o no remunerado; en otras, la estructura laboral es muy diferente.

Entender esas diferencias territoriales es clave para diagnosticar el problema y diseñar mejores políticas laborales.

📊 Datos: ENEMDU anual 2025, INEC. 📌 Cada punto del segundo gráfico representa una provincia. La correlación describe una asociación, no causalidad.",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_enemdu_informalidad_provincial.R,36_b,published,ecuador-quantificado-2026,Primer gráfico de la composición original presentada por Juan Diego Sotomayor Jiménez; adaptado al house style como pieza separada de la misma serie.
"NINIs: ¿por qué dejaron de estudiar?","Jóvenes de 15 a 29 años, por sexo y nivel educativo, Ecuador, 2025",2026-08-16,https://www.linkedin.com/feed/update/urn:li:activity:7494844500129816576,37_a_ninis-razones-estudio-ecuador.png,outputs/figures/37_a_ninis-razones-estudio-ecuador.png,Valeria Lizeth Marcayata Ojeda,"Ser NINI no significa lo mismo para hombres y mujeres. En Ecuador, entre jóvenes de 15 a 29 años que no estudian ni trabajan, las razones muestran brechas claras por sexo: 🔹 Entre los hombres, las razones más frecuentes para no trabajar son buscar empleo (35%) y no tener deseos o necesidad de trabajar (28%). 🔸 Entre las mujeres, 66% señala que no tiene tiempo para trabajar. El cuidado de hijos (22%) y los quehaceres del hogar (13%) también tienen un peso mucho mayor. Las diferencias aparecen también al dejar los estudios: el cuidado de hijos representa 22% entre las mujeres y menos de 1% entre los hombres. 📊 Fuente: INEC, ENEMDU anual 2025. Elaboración: Valeria Lizeth Marcayata Ojeda. Adaptación: El Quantificador. #Ecuador #Empleo #Educación #Juventud #Datos #ElQuantificador",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_enemdu_nini_razones_sexo.R,37_a,published,ecuador-quantificado-2026,"Adaptado al formato vertical a partir de la entrega del concurso. La recodificación corrige p09: 16 = recursos tecnológicos y 17 = otra razón; recursos tecnológicos se integra en Otra razón por representar menos de 0,1%."
"NINIs: ¿por qué no trabajan?","Jóvenes de 15 a 29 años, por sexo y nivel educativo, Ecuador, 2025",2026-08-16,https://www.linkedin.com/feed/update/urn:li:activity:7494844500129816576,37_b_ninis-razones-trabajo-ecuador.png,outputs/figures/37_b_ninis-razones-trabajo-ecuador.png,Valeria Lizeth Marcayata Ojeda,"Ser NINI no significa lo mismo para hombres y mujeres. En Ecuador, entre jóvenes de 15 a 29 años que no estudian ni trabajan, las razones muestran brechas claras por sexo: 🔹 Entre los hombres, las razones más frecuentes para no trabajar son buscar empleo (35%) y no tener deseos o necesidad de trabajar (28%). 🔸 Entre las mujeres, 66% señala que no tiene tiempo para trabajar. El cuidado de hijos (22%) y los quehaceres del hogar (13%) también tienen un peso mucho mayor. Las diferencias aparecen también al dejar los estudios: el cuidado de hijos representa 22% entre las mujeres y menos de 1% entre los hombres. 📊 Fuente: INEC, ENEMDU anual 2025. Elaboración: Valeria Lizeth Marcayata Ojeda. Adaptación: El Quantificador. #Ecuador #Empleo #Educación #Juventud #Datos #ElQuantificador",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_enemdu_nini_razones_sexo.R,37_b,published,ecuador-quantificado-2026,"Adaptado al formato vertical a partir de la entrega del concurso. La pregunta p34 se interpreta según la documentación de la ENEMDU anual 2025; los valores faltantes representan a quienes sí buscan trabajo."
"La mayor cantidad de asesinatos en Ecuador se registra a las 21:00","Asesinatos por hora del día en Ecuador, 2017-2025",2026-08-19,https://www.linkedin.com/feed/update/urn:li:activity:7495871292999368706,38_hora-asesinatos-ecuador.png,outputs/figures/38_hora-asesinatos-ecuador.png,Angel Alava,"La violencia homicida en Ecuador tiene una hora pico: las 21:00.

Entre 2017 y 2025, los asesinatos registrados alcanzan su mayor concentración a esa hora, que representa el 7,4% de los casos con hora disponible.

Los registros aumentan durante la tarde y alcanzan su máximo durante la noche.

Elaboración: Angel Alava González para El Quantificador.

#Ecuador #Seguridad #ElQuantificador",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_homicidios_hora.R,38,published,homicidios-hora,"Fuente: repositorio LIDE-Grafico_Horas, commit cb2b375. Se incluyen registros tipificados como asesinato de 2017 a 2025; el archivo de origen llega hasta mayo de 2026."
"Aunque el presupuesto de la Policía aumentó 34%, las muertes intencionales aumentaron 10 veces","Casos registrados y presupuesto liquidado de la Policía Nacional, 2017-2025",,,39_crimen-desapariciones-ecuador.png,outputs/figures/39_crimen-desapariciones-ecuador.png,Angel Alava González,"En Ecuador, las muertes intencionales pasaron de 970 casos en 2017 a 9.282 en 2025, mientras el presupuesto liquidado de la Policía Nacional subió de USD 1,20 mil millones a USD 1,61 mil millones.

La serie de muertes intencionales reúne asesinatos, homicidios, femicidios y sicariatos.

Elaboración: Angel Alava González para El Quantificador.

#Ecuador #Seguridad #ElQuantificador",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_crimen_desapariciones.R,39,draft,crimen-desapariciones,"Fuente: LIDE-Grafico_Crimen, commit 6ce297f. Años completos de 2017 a 2025; la serie combina casos registrados y presupuesto policial en ejes distintos."
"La crisis de las desapariciones revela menos hallazgos y más fatalidad","Porcentaje de denuncias anuales que permanecen sin resolver o culminan en muerte, 2017-2025",,,40_desapariciones-fatalidad-ecuador.png,outputs/figures/40_desapariciones-fatalidad-ecuador.png,Eddie Bryan Tomalá Figueroa,"Cada vez más denuncias de desaparición permanecen sin resolver: la proporción pasó de 0,8% en 2017 a 10,5% en 2025.

Los casos que terminan en fallecimiento también aumentaron, de 1,7% a 5,9% en el mismo periodo. En 2025, ambos desenlaces sumaron 16,4% de las denuncias registradas.

Elaboración: Eddie Bryan Tomalá Figueroa para El Quantificador.

#Ecuador #Seguridad #ElQuantificador",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_desaparecidos_fatalidad.R,40,draft,desaparecidos-fatalidad,"Fuente: Github-Eddie-Tomala, commit 407ebdf. El denominador es el total anual de denuncias con estado disponible; ENCONTRADO queda incluido en el denominador."
